nose_x,nose_y,neck_x,neck_y,Rshoulder_x,Rshoulder_y,Relbow_x,Relbow_y,Rwrist_x,RWrist_y,LShoulder_x,LShoulder_y,LElbow_x,LElbow_y,LWrist_x,LWrist_y,RHip_x,RHip_y,RKnee_x,RKnee_y,RAnkle_x,RAnkle_y,LHip_x,LHip_y,LKnee_x,LKnee_y,LAnkle_x,LAnkle_y,REye_x,REye_y,LEye_x,LEye_y,REar_x,REar_y,LEar_x,LEar_y,class
0.52,0.25,0.52,0.3,0.49,0.34,0.48,0.43,0.48,0.52,0.56,0.34,0.57,0.43,0.57,0.51,0.5,0.53,0.5,0.66,0.5,0.79,0.54,0.53,0.54,0.66,0.53,0.79,0.52,0.24,0.53,0.24,0.5,0.26,0.54,0.26,0
0.51,0.25,0.51,0.3,0.48,0.34,0.47,0.44,0.47,0.52,0.55,0.33,0.56,0.43,0.56,0.51,0.49,0.53,0.5,0.66,0.51,0.79,0.53,0.52,0.53,0.66,0.53,0.79,0.5,0.24,0.52,0.24,0.49,0.25,0.53,0.25,0
0.5,0.25,0.5,0.3,0.46,0.34,0.46,0.44,0.46,0.53,0.53,0.33,0.55,0.42,0.55,0.51,0.49,0.52,0.5,0.66,0.51,0.79,0.52,0.51,0.53,0.44,0.53,0.6,0.49,0.24,0.5,0.24,0.48,0.25,0.51,0.25,0
0.51,0.25,0.51,0.3,0.47,0.34,0.47,0.44,0.47,0.53,0.54,0.33,0.56,0.42,0.56,0.51,0.49,0.53,0.5,0.66,0.5,0.79,0.53,0.53,0.53,0.66,0.53,0.8,0.5,0.24,0.51,0.24,0.49,0.25,0.52,0.25,0
0.53,0.25,0.53,0.3,0.49,0.34,0.48,0.44,0.48,0.53,0.56,0.33,0.57,0.43,0.57,0.51,0.5,0.52,0.5,0.66,0.5,0.79,0.55,0.52,0.54,0.66,0.53,0.8,0.52,0.24,0.53,0.24,0.51,0.25,0.54,0.25,0
0.5,0.25,0.5,0.3,0.47,0.34,0.46,0.44,0.46,0.53,0.54,0.33,0.55,0.43,0.55,0.51,0.49,0.53,0.5,0.66,0.51,0.79,0.53,0.5,0.54,0.57,0.53,0.7,0.49,0.24,0.51,0.24,0.48,0.25,0.52,0.25,0
0.49,0.25,0.49,0.31,0.46,0.35,0.46,0.44,0.46,0.53,0.53,0.33,0.55,0.42,0.55,0.51,0.48,0.52,0.5,0.66,0.51,0.79,0.52,0.5,0.53,0.46,0.53,0.62,0.49,0.24,0.5,0.24,0.48,0.25,0.51,0.25,0
0.52,0.25,0.52,0.3,0.48,0.34,0.47,0.44,0.47,0.52,0.55,0.33,0.57,0.43,0.57,0.51,0.5,0.53,0.5,0.66,0.51,0.79,0.54,0.53,0.54,0.66,0.53,0.79,0.51,0.24,0.52,0.24,0.5,0.25,0.53,0.25,0
0.51,0.25,0.51,0.3,0.48,0.34,0.47,0.44,0.47,0.53,0.55,0.33,0.56,0.42,0.57,0.51,0.49,0.54,0.5,0.67,0.51,0.8,0.54,0.53,0.54,0.67,0.53,0.8,0.5,0.24,0.52,0.24,0.49,0.25,0.53,0.25,0
0.5,0.25,0.5,0.3,0.46,0.34,0.45,0.44,0.46,0.52,0.53,0.33,0.55,0.43,0.55,0.51,0.48,0.53,0.5,0.66,0.51,0.8,0.53,0.5,0.52,0.46,0.52,0.62,0.49,0.24,0.5,0.24,0.48,0.25,0.51,0.25,0
0.49,0.25,0.49,0.3,0.46,0.34,0.46,0.44,0.46,0.53,0.53,0.33,0.55,0.42,0.55,0.51,0.48,0.52,0.49,0.66,0.5,0.79,0.53,0.51,0.53,0.63,0.53,0.76,0.49,0.24,0.5,0.24,0.48,0.25,0.51,0.25,0
0.52,0.25,0.52,0.3,0.48,0.34,0.47,0.44,0.47,0.53,0.56,0.33,0.57,0.43,0.57,0.51,0.5,0.52,0.5,0.66,0.5,0.79,0.54,0.52,0.54,0.67,0.53,0.8,0.51,0.24,0.52,0.24,0.5,0.25,0.53,0.25,0
0.49,0.29,0.49,0.34,0.46,0.38,0.43,0.43,0.46,0.49,0.52,0.37,0.56,0.43,0.53,0.49,0.48,0.54,0.47,0.67,0.48,0.79,0.51,0.54,0.52,0.66,0.52,0.79,0.49,0.29,0.5,0.29,0.48,0.3,0.51,0.3,0
0.5,0.29,0.5,0.34,0.47,0.37,0.44,0.44,0.46,0.49,0.53,0.37,0.57,0.43,0.54,0.49,0.48,0.54,0.48,0.67,0.48,0.79,0.52,0.54,0.52,0.67,0.52,0.79,0.49,0.28,0.5,0.28,0.48,0.3,0.51,0.29,0
0.51,0.29,0.51,0.34,0.49,0.37,0.45,0.43,0.47,0.48,0.54,0.37,0.58,0.43,0.55,0.49,0.49,0.52,0.48,0.6,0.48,0.72,0.53,0.53,0.52,0.67,0.52,0.79,0.5,0.28,0.52,0.28,0.5,0.3,0.53,0.29,0
0.48,0.29,0.48,0.34,0.45,0.37,0.42,0.43,0.44,0.49,0.51,0.37,0.55,0.44,0.52,0.49,0.47,0.53,0.47,0.67,0.48,0.8,0.5,0.52,0.52,0.6,0.51,0.7,0.48,0.29,0.49,0.29,0.47,0.3,0.5,0.3,0
0.49,0.29,0.49,0.34,0.46,0.37,0.43,0.43,0.45,0.49,0.52,0.37,0.56,0.44,0.53,0.49,0.47,0.54,0.48,0.67,0.48,0.79,0.51,0.54,0.51,0.67,0.51,0.79,0.49,0.29,0.5,0.28,0.48,0.3,0.51,0.29,0
0.49,0.29,0.49,0.34,0.46,0.37,0.43,0.43,0.45,0.49,0.52,0.37,0.56,0.43,0.53,0.49,0.47,0.54,0.48,0.67,0.49,0.79,0.51,0.54,0.51,0.67,0.51,0.79,0.49,0.28,0.5,0.28,0.48,0.3,0.51,0.29,0
0.49,0.29,0.49,0.34,0.46,0.37,0.42,0.43,0.45,0.49,0.52,0.37,0.56,0.43,0.53,0.49,0.47,0.54,0.48,0.67,0.49,0.79,0.51,0.54,0.51,0.65,0.51,0.77,0.48,0.28,0.5,0.28,0.47,0.3,0.5,0.29,0
0.51,0.29,0.51,0.34,0.48,0.37,0.45,0.43,0.47,0.49,0.54,0.37,0.57,0.43,0.55,0.49,0.49,0.52,0.48,0.61,0.49,0.72,0.53,0.53,0.52,0.67,0.51,0.79,0.5,0.28,0.51,0.28,0.49,0.3,0.52,0.29,0
0.5,0.29,0.5,0.34,0.47,0.37,0.44,0.44,0.46,0.49,0.53,0.36,0.57,0.43,0.54,0.49,0.48,0.54,0.48,0.67,0.49,0.8,0.52,0.55,0.52,0.67,0.51,0.8,0.49,0.28,0.51,0.28,0.49,0.3,0.52,0.29,0
0.49,0.3,0.49,0.34,0.46,0.38,0.43,0.44,0.45,0.49,0.52,0.37,0.56,0.43,0.53,0.49,0.48,0.53,0.48,0.68,0.49,0.8,0.51,0.52,0.5,0.48,0.51,0.61,0.48,0.29,0.49,0.29,0.47,0.3,0.5,0.3,0
0.5,0.29,0.5,0.33,0.47,0.37,0.44,0.43,0.46,0.49,0.53,0.37,0.57,0.43,0.54,0.49,0.48,0.54,0.48,0.67,0.49,0.8,0.52,0.54,0.51,0.67,0.51,0.8,0.49,0.28,0.51,0.28,0.48,0.29,0.51,0.29,0
0.49,0.28,0.49,0.33,0.46,0.37,0.42,0.44,0.45,0.49,0.52,0.36,0.56,0.43,0.53,0.49,0.47,0.54,0.48,0.68,0.48,0.8,0.51,0.54,0.51,0.67,0.51,0.79,0.48,0.28,0.49,0.28,0.47,0.3,0.5,0.29,0
0.5,0.28,0.5,0.33,0.47,0.37,0.43,0.43,0.45,0.49,0.53,0.36,0.56,0.43,0.54,0.49,0.48,0.54,0.48,0.67,0.49,0.8,0.51,0.54,0.52,0.67,0.52,0.8,0.49,0.28,0.5,0.28,0.48,0.29,0.51,0.29,0
0.51,0.29,0.5,0.33,0.47,0.37,0.43,0.44,0.46,0.49,0.53,0.36,0.57,0.43,0.54,0.5,0.48,0.55,0.48,0.67,0.49,0.8,0.52,0.55,0.52,0.67,0.52,0.8,0.51,0.28,0.52,0.28,0.49,0.29,0.51,0.29,0
0.5,0.32,0.5,0.36,0.47,0.39,0.45,0.44,0.46,0.5,0.53,0.39,0.56,0.45,0.53,0.5,0.48,0.56,0.48,0.67,0.48,0.78,0.52,0.56,0.51,0.67,0.51,0.78,0.49,0.31,0.51,0.31,0.49,0.33,0.52,0.33,0
0.5,0.32,0.5,0.37,0.47,0.39,0.45,0.44,0.46,0.5,0.53,0.39,0.56,0.45,0.54,0.5,0.48,0.56,0.49,0.67,0.48,0.78,0.52,0.56,0.51,0.68,0.51,0.78,0.5,0.31,0.51,0.31,0.49,0.33,0.52,0.33,0
0.49,0.32,0.5,0.37,0.47,0.39,0.44,0.45,0.46,0.5,0.52,0.39,0.55,0.45,0.53,0.5,0.48,0.56,0.48,0.67,0.48,0.78,0.51,0.56,0.51,0.67,0.51,0.78,0.49,0.31,0.5,0.31,0.48,0.32,0.51,0.32,0
0.49,0.32,0.49,0.34,0.46,0.39,0.43,0.44,0.45,0.5,0.51,0.39,0.54,0.44,0.52,0.5,0.47,0.54,0.48,0.67,0.48,0.78,0.5,0.53,0.51,0.61,0.51,0.71,0.48,0.31,0.49,0.31,0.47,0.32,0.5,0.32,0
0.49,0.32,0.48,0.37,0.46,0.39,0.43,0.45,0.45,0.5,0.51,0.39,0.54,0.44,0.52,0.5,0.47,0.54,0.48,0.67,0.48,0.78,0.51,0.54,0.51,0.63,0.5,0.72,0.48,0.31,0.49,0.31,0.47,0.33,0.5,0.33,0
0.49,0.32,0.49,0.36,0.47,0.39,0.44,0.45,0.46,0.5,0.52,0.39,0.55,0.45,0.53,0.5,0.48,0.56,0.48,0.68,0.48,0.78,0.51,0.56,0.51,0.67,0.51,0.78,0.49,0.31,0.5,0.31,0.48,0.33,0.51,0.32,0
0.5,0.32,0.5,0.36,0.47,0.39,0.44,0.44,0.46,0.49,0.52,0.39,0.55,0.44,0.53,0.5,0.48,0.54,0.48,0.66,0.48,0.77,0.51,0.54,0.51,0.67,0.5,0.78,0.49,0.31,0.5,0.31,0.48,0.32,0.51,0.32,0
0.49,0.32,0.49,0.36,0.46,0.39,0.43,0.44,0.45,0.5,0.51,0.39,0.54,0.44,0.52,0.49,0.47,0.54,0.47,0.67,0.48,0.78,0.5,0.52,0.51,0.54,0.5,0.64,0.48,0.31,0.49,0.31,0.47,0.33,0.5,0.33,0
0.48,0.32,0.48,0.36,0.45,0.39,0.42,0.45,0.44,0.5,0.51,0.39,0.53,0.45,0.52,0.5,0.47,0.56,0.47,0.67,0.47,0.78,0.5,0.55,0.5,0.63,0.5,0.73,0.47,0.31,0.49,0.31,0.47,0.33,0.49,0.33,0
0.49,0.32,0.5,0.36,0.47,0.39,0.44,0.45,0.46,0.5,0.52,0.39,0.55,0.45,0.53,0.5,0.48,0.55,0.48,0.68,0.48,0.78,0.51,0.55,0.51,0.67,0.51,0.78,0.49,0.31,0.5,0.31,0.48,0.32,0.51,0.32,0
0.5,0.32,0.5,0.36,0.47,0.39,0.44,0.44,0.46,0.5,0.52,0.39,0.55,0.45,0.53,0.5,0.48,0.54,0.48,0.67,0.48,0.78,0.51,0.54,0.51,0.67,0.5,0.78,0.49,0.31,0.5,0.31,0.48,0.32,0.51,0.32,0
0.48,0.32,0.48,0.36,0.45,0.39,0.42,0.44,0.44,0.5,0.51,0.39,0.53,0.44,0.51,0.5,0.47,0.53,0.47,0.67,0.48,0.79,0.5,0.52,0.5,0.54,0.5,0.65,0.47,0.31,0.48,0.31,0.46,0.33,0.49,0.32,0
0.49,0.32,0.49,0.36,0.46,0.39,0.44,0.45,0.45,0.5,0.52,0.39,0.54,0.44,0.53,0.5,0.47,0.53,0.48,0.68,0.48,0.78,0.51,0.54,0.51,0.67,0.51,0.78,0.48,0.31,0.49,0.31,0.48,0.32,0.5,0.32,0
0.5,0.26,0.5,0.3,0.46,0.34,0.43,0.4,0.47,0.45,0.53,0.34,0.57,0.4,0.53,0.44,0.48,0.55,0.48,0.68,0.49,0.8,0.52,0.55,0.52,0.67,0.51,0.79,0.49,0.25,0.5,0.25,0.48,0.26,0.51,0.26,0
0.49,0.26,0.49,0.31,0.45,0.34,0.43,0.4,0.46,0.45,0.54,0.34,0.57,0.4,0.53,0.45,0.48,0.55,0.48,0.68,0.49,0.8,0.52,0.55,0.52,0.67,0.51,0.79,0.49,0.25,0.5,0.25,0.48,0.26,0.51,0.26,0
0.48,0.26,0.48,0.3,0.44,0.34,0.42,0.41,0.45,0.46,0.52,0.34,0.55,0.39,0.51,0.43,0.47,0.51,0.48,0.66,0.49,0.8,0.5,0.5,0.51,0.46,0.52,0.62,0.47,0.25,0.49,0.25,0.46,0.26,0.5,0.26,0
0.49,0.25,0.49,0.3,0.46,0.34,0.42,0.4,0.46,0.45,0.53,0.34,0.57,0.4,0.53,0.44,0.48,0.54,0.48,0.67,0.49,0.8,0.52,0.53,0.52,0.67,0.51,0.8,0.49,0.24,0.5,0.24,0.48,0.26,0.51,0.26,0
0.51,0.25,0.51,0.3,0.47,0.34,0.44,0.4,0.47,0.44,0.55,0.34,0.58,0.4,0.54,0.45,0.49,0.49,0.48,0.58,0.48,0.71,0.53,0.51,0.52,0.66,0.51,0.8,0.5,0.24,0.52,0.24,0.49,0.26,0.53,0.26,0
0.48,0.25,0.48,0.3,0.44,0.34,0.41,0.41,0.45,0.45,0.52,0.34,0.56,0.39,0.52,0.44,0.47,0.51,0.47,0.67,0.48,0.8,0.51,0.5,0.52,0.58,0.52,0.72,0.48,0.24,0.49,0.24,0.46,0.26,0.5,0.26,0
0.48,0.26,0.48,0.3,0.44,0.34,0.42,0.41,0.45,0.46,0.53,0.34,0.56,0.4,0.52,0.44,0.47,0.54,0.48,0.68,0.48,0.8,0.51,0.54,0.51,0.67,0.51,0.79,0.48,0.25,0.49,0.25,0.47,0.27,0.5,0.27,0
0.48,0.25,0.48,0.31,0.44,0.34,0.41,0.41,0.45,0.45,0.52,0.34,0.56,0.4,0.52,0.44,0.47,0.54,0.47,0.67,0.48,0.8,0.51,0.53,0.51,0.65,0.51,0.77,0.48,0.25,0.49,0.24,0.47,0.27,0.5,0.26,0
0.48,0.25,0.48,0.3,0.44,0.34,0.41,0.41,0.45,0.46,0.52,0.34,0.56,0.4,0.52,0.45,0.47,0.54,0.47,0.68,0.48,0.8,0.51,0.54,0.51,0.67,0.51,0.79,0.47,0.24,0.49,0.24,0.47,0.26,0.5,0.26,0
0.48,0.25,0.48,0.3,0.44,0.34,0.41,0.4,0.44,0.46,0.52,0.34,0.55,0.4,0.52,0.45,0.46,0.54,0.47,0.68,0.48,0.8,0.5,0.53,0.51,0.67,0.51,0.79,0.47,0.24,0.48,0.24,0.46,0.26,0.49,0.26,0
0.47,0.25,0.47,0.3,0.43,0.34,0.4,0.41,0.44,0.46,0.51,0.34,0.54,0.39,0.51,0.44,0.46,0.53,0.47,0.66,0.48,0.79,0.5,0.52,0.51,0.64,0.51,0.77,0.46,0.25,0.48,0.25,0.45,0.26,0.49,0.26,0
0.49,0.25,0.49,0.3,0.45,0.34,0.42,0.4,0.46,0.45,0.53,0.35,0.56,0.4,0.53,0.45,0.47,0.53,0.47,0.67,0.48,0.79,0.51,0.53,0.51,0.66,0.5,0.79,0.48,0.25,0.5,0.25,0.47,0.27,0.51,0.27,0
0.48,0.26,0.48,0.31,0.44,0.34,0.41,0.41,0.45,0.47,0.51,0.34,0.55,0.39,0.51,0.43,0.46,0.51,0.47,0.65,0.48,0.79,0.49,0.5,0.51,0.47,0.51,0.63,0.47,0.25,0.48,0.25,0.46,0.27,0.49,0.26,0
0.5,0.32,0.5,0.36,0.47,0.38,0.44,0.44,0.46,0.5,0.53,0.39,0.56,0.44,0.54,0.5,0.48,0.55,0.48,0.67,0.48,0.78,0.52,0.55,0.51,0.67,0.51,0.78,0.49,0.31,0.5,0.31,0.48,0.32,0.51,0.32,0
0.51,0.32,0.51,0.36,0.48,0.38,0.45,0.44,0.46,0.5,0.54,0.38,0.57,0.45,0.55,0.51,0.49,0.54,0.48,0.65,0.48,0.75,0.52,0.55,0.51,0.67,0.51,0.78,0.5,0.31,0.51,0.31,0.49,0.32,0.52,0.32,0
0.5,0.31,0.5,0.36,0.47,0.38,0.44,0.44,0.46,0.5,0.53,0.38,0.56,0.44,0.54,0.5,0.48,0.55,0.48,0.67,0.48,0.78,0.52,0.55,0.51,0.67,0.51,0.78,0.49,0.3,0.51,0.3,0.49,0.32,0.52,0.32,0
0.47,0.32,0.47,0.36,0.45,0.38,0.42,0.45,0.43,0.51,0.5,0.38,0.54,0.44,0.52,0.49,0.46,0.52,0.46,0.67,0.48,0.79,0.49,0.54,0.5,0.5,0.5,0.62,0.47,0.31,0.48,0.31,0.46,0.32,0.49,0.32,0
0.47,0.32,0.47,0.36,0.44,0.39,0.42,0.45,0.43,0.51,0.5,0.38,0.54,0.43,0.52,0.5,0.46,0.56,0.47,0.67,0.48,0.78,0.5,0.56,0.5,0.66,0.5,0.77,0.46,0.31,0.48,0.3,0.46,0.32,0.49,0.32,0
0.5,0.31,0.5,0.36,0.47,0.39,0.44,0.45,0.46,0.51,0.53,0.38,0.56,0.44,0.54,0.5,0.48,0.54,0.48,0.66,0.48,0.76,0.52,0.54,0.51,0.67,0.5,0.78,0.49,0.31,0.51,0.31,0.48,0.32,0.52,0.32,0
0.48,0.31,0.48,0.36,0.45,0.39,0.42,0.45,0.44,0.51,0.51,0.38,0.54,0.45,0.52,0.51,0.46,0.55,0.47,0.67,0.48,0.79,0.5,0.55,0.5,0.67,0.5,0.78,0.47,0.31,0.49,0.31,0.47,0.32,0.5,0.32,0
0.47,0.32,0.47,0.36,0.44,0.39,0.41,0.45,0.43,0.51,0.5,0.39,0.53,0.44,0.51,0.5,0.46,0.53,0.46,0.67,0.48,0.78,0.48,0.54,0.5,0.51,0.49,0.63,0.46,0.31,0.48,0.31,0.46,0.32,0.49,0.32,0
0.48,0.31,0.49,0.36,0.46,0.38,0.43,0.44,0.45,0.51,0.52,0.38,0.55,0.44,0.53,0.5,0.47,0.54,0.47,0.67,0.48,0.78,0.51,0.54,0.51,0.67,0.5,0.78,0.48,0.3,0.49,0.3,0.47,0.31,0.5,0.31,0
0.51,0.31,0.51,0.36,0.48,0.38,0.45,0.44,0.46,0.5,0.54,0.39,0.57,0.45,0.55,0.51,0.48,0.54,0.48,0.66,0.47,0.78,0.52,0.55,0.51,0.67,0.5,0.79,0.5,0.3,0.52,0.3,0.5,0.31,0.53,0.31,0
0.48,0.31,0.48,0.36,0.45,0.39,0.42,0.45,0.43,0.51,0.51,0.39,0.54,0.44,0.52,0.5,0.46,0.54,0.47,0.66,0.48,0.79,0.5,0.53,0.5,0.63,0.5,0.73,0.47,0.31,0.48,0.31,0.46,0.32,0.49,0.32,0
0.47,0.31,0.47,0.35,0.44,0.39,0.41,0.45,0.43,0.51,0.5,0.38,0.53,0.44,0.51,0.5,0.46,0.53,0.46,0.67,0.47,0.79,0.49,0.52,0.49,0.56,0.49,0.68,0.46,0.3,0.47,0.3,0.46,0.32,0.49,0.31,0
0.49,0.31,0.49,0.35,0.46,0.39,0.43,0.45,0.45,0.51,0.52,0.38,0.56,0.44,0.54,0.5,0.47,0.54,0.47,0.67,0.48,0.79,0.51,0.54,0.51,0.67,0.51,0.79,0.48,0.3,0.5,0.3,0.48,0.31,0.51,0.31,0
0.5,0.3,0.5,0.34,0.46,0.38,0.43,0.44,0.45,0.5,0.53,0.38,0.56,0.44,0.54,0.5,0.48,0.55,0.48,0.67,0.48,0.79,0.52,0.55,0.51,0.67,0.51,0.79,0.49,0.29,0.51,0.29,0.48,0.31,0.51,0.3,0
0.51,0.3,0.51,0.35,0.48,0.38,0.45,0.44,0.47,0.49,0.54,0.38,0.57,0.44,0.55,0.5,0.49,0.53,0.48,0.6,0.48,0.72,0.52,0.54,0.52,0.68,0.51,0.78,0.5,0.29,0.52,0.29,0.49,0.3,0.53,0.3,0
0.51,0.3,0.51,0.34,0.47,0.38,0.44,0.44,0.46,0.49,0.54,0.38,0.57,0.44,0.55,0.51,0.49,0.55,0.48,0.67,0.48,0.79,0.52,0.55,0.52,0.67,0.51,0.79,0.5,0.29,0.52,0.29,0.49,0.3,0.52,0.3,0
0.48,0.3,0.48,0.35,0.45,0.38,0.42,0.45,0.44,0.5,0.52,0.38,0.54,0.43,0.53,0.49,0.47,0.54,0.48,0.67,0.49,0.79,0.51,0.51,0.51,0.48,0.52,0.63,0.48,0.29,0.49,0.29,0.47,0.31,0.5,0.31,0
0.5,0.3,0.5,0.35,0.46,0.38,0.43,0.44,0.46,0.5,0.53,0.38,0.56,0.44,0.54,0.5,0.48,0.55,0.48,0.67,0.48,0.79,0.52,0.55,0.51,0.68,0.51,0.79,0.49,0.29,0.5,0.29,0.48,0.31,0.51,0.3,0
0.49,0.3,0.49,0.34,0.46,0.38,0.43,0.45,0.45,0.51,0.53,0.38,0.55,0.44,0.54,0.51,0.48,0.56,0.48,0.67,0.49,0.79,0.51,0.56,0.51,0.67,0.51,0.79,0.49,0.29,0.5,0.29,0.48,0.3,0.51,0.3,0
0.48,0.3,0.48,0.34,0.45,0.38,0.42,0.45,0.44,0.51,0.52,0.38,0.55,0.44,0.53,0.5,0.47,0.56,0.48,0.67,0.49,0.79,0.51,0.55,0.51,0.66,0.51,0.77,0.48,0.29,0.49,0.29,0.47,0.3,0.5,0.3,0
0.51,0.3,0.51,0.35,0.47,0.38,0.44,0.45,0.46,0.5,0.54,0.37,0.57,0.44,0.55,0.51,0.49,0.53,0.48,0.6,0.49,0.71,0.52,0.54,0.52,0.68,0.51,0.79,0.5,0.29,0.51,0.29,0.49,0.3,0.52,0.3,0
0.51,0.3,0.51,0.34,0.47,0.38,0.44,0.44,0.46,0.51,0.54,0.38,0.56,0.44,0.55,0.5,0.48,0.56,0.48,0.68,0.48,0.79,0.52,0.56,0.52,0.68,0.51,0.79,0.5,0.29,0.51,0.29,0.49,0.3,0.52,0.3,0
0.49,0.3,0.49,0.34,0.45,0.38,0.42,0.44,0.44,0.51,0.52,0.38,0.55,0.44,0.53,0.48,0.47,0.55,0.48,0.68,0.48,0.79,0.51,0.53,0.51,0.48,0.51,0.62,0.48,0.29,0.49,0.29,0.47,0.31,0.5,0.31,0
0.5,0.3,0.5,0.34,0.46,0.38,0.43,0.45,0.45,0.51,0.53,0.38,0.56,0.44,0.54,0.51,0.48,0.56,0.48,0.67,0.48,0.79,0.52,0.56,0.51,0.67,0.51,0.79,0.49,0.29,0.5,0.29,0.48,0.3,0.51,0.3,0
0.51,0.31,0.51,0.34,0.47,0.38,0.45,0.44,0.46,0.5,0.54,0.38,0.57,0.45,0.55,0.51,0.49,0.53,0.48,0.62,0.48,0.74,0.52,0.55,0.52,0.67,0.51,0.79,0.5,0.29,0.52,0.29,0.49,0.31,0.53,0.3,0
0.49,0.3,0.49,0.35,0.45,0.38,0.42,0.44,0.44,0.51,0.52,0.38,0.55,0.44,0.53,0.51,0.47,0.56,0.48,0.67,0.48,0.79,0.51,0.55,0.51,0.63,0.51,0.75,0.48,0.29,0.49,0.29,0.47,0.3,0.5,0.31,0
0.48,0.3,0.48,0.34,0.45,0.38,0.42,0.45,0.44,0.51,0.52,0.38,0.54,0.44,0.53,0.51,0.47,0.56,0.47,0.68,0.48,0.78,0.51,0.56,0.51,0.68,0.51,0.79,0.48,0.29,0.49,0.29,0.47,0.3,0.5,0.3,0
0.49,0.29,0.49,0.34,0.46,0.37,0.43,0.43,0.45,0.49,0.53,0.37,0.55,0.43,0.54,0.5,0.47,0.55,0.48,0.67,0.47,0.79,0.51,0.55,0.51,0.67,0.51,0.79,0.48,0.28,0.5,0.28,0.47,0.3,0.51,0.3,0
0.5,0.29,0.5,0.34,0.47,0.37,0.44,0.43,0.46,0.49,0.54,0.37,0.56,0.43,0.55,0.5,0.48,0.54,0.48,0.66,0.47,0.78,0.52,0.55,0.51,0.67,0.51,0.78,0.49,0.28,0.51,0.28,0.48,0.3,0.52,0.3,0
0.5,0.29,0.5,0.34,0.47,0.37,0.44,0.42,0.46,0.48,0.54,0.37,0.57,0.43,0.55,0.5,0.48,0.54,0.47,0.65,0.47,0.77,0.52,0.54,0.51,0.67,0.51,0.78,0.5,0.28,0.51,0.28,0.49,0.3,0.52,0.3,0
0.48,0.3,0.48,0.34,0.44,0.37,0.41,0.43,0.43,0.49,0.51,0.37,0.54,0.42,0.52,0.49,0.46,0.53,0.47,0.66,0.48,0.79,0.49,0.52,0.5,0.49,0.49,0.63,0.47,0.29,0.48,0.29,0.46,0.3,0.49,0.29,0
0.49,0.3,0.49,0.34,0.45,0.37,0.42,0.43,0.45,0.49,0.52,0.37,0.55,0.43,0.53,0.5,0.47,0.55,0.48,0.66,0.48,0.79,0.51,0.56,0.5,0.66,0.51,0.78,0.48,0.29,0.49,0.29,0.47,0.3,0.5,0.3,0
0.48,0.29,0.48,0.34,0.45,0.37,0.42,0.43,0.44,0.49,0.52,0.37,0.55,0.43,0.53,0.5,0.46,0.55,0.47,0.66,0.47,0.79,0.5,0.55,0.5,0.67,0.51,0.79,0.48,0.28,0.49,0.28,0.47,0.3,0.5,0.3,0
0.48,0.29,0.48,0.34,0.44,0.37,0.41,0.43,0.43,0.49,0.51,0.37,0.54,0.42,0.52,0.49,0.46,0.54,0.47,0.67,0.47,0.79,0.5,0.53,0.5,0.63,0.51,0.74,0.47,0.29,0.48,0.28,0.46,0.3,0.49,0.29,0
0.5,0.3,0.5,0.34,0.47,0.37,0.44,0.42,0.46,0.49,0.54,0.37,0.57,0.43,0.55,0.5,0.48,0.52,0.47,0.6,0.47,0.72,0.52,0.54,0.51,0.67,0.51,0.79,0.5,0.28,0.51,0.28,0.49,0.3,0.52,0.3,0
0.5,0.3,0.5,0.34,0.46,0.37,0.43,0.43,0.45,0.49,0.53,0.37,0.56,0.43,0.54,0.5,0.47,0.55,0.48,0.66,0.47,0.79,0.51,0.55,0.51,0.67,0.51,0.79,0.49,0.29,0.5,0.29,0.48,0.3,0.51,0.29,0
0.47,0.3,0.47,0.34,0.44,0.37,0.4,0.43,0.42,0.49,0.5,0.37,0.54,0.42,0.51,0.49,0.45,0.53,0.47,0.66,0.47,0.79,0.49,0.52,0.49,0.52,0.49,0.65,0.46,0.29,0.47,0.29,0.45,0.3,0.48,0.3,0
0.49,0.29,0.49,0.33,0.45,0.37,0.42,0.43,0.44,0.49,0.52,0.37,0.55,0.43,0.53,0.5,0.47,0.55,0.47,0.66,0.47,0.79,0.51,0.55,0.5,0.67,0.5,0.79,0.48,0.28,0.49,0.28,0.47,0.29,0.5,0.29,0
0.48,0.3,0.48,0.34,0.45,0.37,0.41,0.43,0.43,0.5,0.51,0.37,0.54,0.43,0.52,0.5,0.46,0.55,0.46,0.67,0.46,0.79,0.5,0.55,0.5,0.66,0.5,0.79,0.47,0.29,0.48,0.29,0.46,0.3,0.49,0.3,0
0.47,0.3,0.47,0.34,0.44,0.37,0.4,0.43,0.42,0.5,0.5,0.37,0.54,0.42,0.51,0.49,0.45,0.54,0.46,0.67,0.47,0.79,0.49,0.53,0.49,0.63,0.5,0.75,0.46,0.29,0.48,0.29,0.46,0.29,0.49,0.3,0
0.5,0.3,0.5,0.34,0.47,0.37,0.44,0.42,0.46,0.49,0.54,0.37,0.57,0.43,0.55,0.5,0.48,0.53,0.46,0.59,0.46,0.71,0.52,0.54,0.51,0.67,0.5,0.79,0.49,0.29,0.51,0.29,0.49,0.3,0.52,0.29,0
0.51,0.25,0.51,0.29,0.47,0.32,0.44,0.38,0.47,0.44,0.54,0.32,0.58,0.38,0.55,0.43,0.49,0.51,0.49,0.64,0.49,0.77,0.53,0.51,0.52,0.64,0.52,0.77,0.5,0.23,0.51,0.23,0.49,0.24,0.52,0.24,0
